Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setEncryptedText(findTestObject(""Object Repository/Dashboard/TC014-Verify user can click on continue button/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-09 17:40:08,2023-10-09 17:40:09,0.784s,PASSED
"click(findTestObject(""Object Repository/Dashboard/TC014-Verify user can click on continue button/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 17:40:09,2023-10-09 17:40:10,0.630s,PASSED
"click(findTestObject(""Object Repository/Dashboard/TC014-Verify user can click on continue button/Page_Landingly/button_Continue""))",Chrome 117.0.0.0,,,2023-10-09 17:40:10,2023-10-09 17:40:13,3.027s,PASSED
"verifyElementText(findTestObject(""Object Repository/Dashboard/TC014-Verify user can click on continue button/Page_Landingly  Projects/h2_Projects""), ""Projects"")",Chrome 117.0.0.0,,,2023-10-09 17:40:13,2023-10-09 17:40:45,32.335s,FAILED
,,,,,,,
Test Cases/Dashboard/TC015-Verify user can change theme dark-light,Chrome 117.0.0.0,,,2023-10-09 17:40:45,2023-10-09 17:41:13,28.314s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 17:40:46,2023-10-09 17:40:50,3.952s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-09 17:40:50,2023-10-09 17:40:51,0.243s,PASSED
"navigateToUrl(""https://app.landingly.com/login"")",Chrome 117.0.0.0,,,2023-10-09 17:40:51,2023-10-09 17:40:57,6.682s,PASSED
"setText(findTestObject(""Object Repository/Dashboard/TC015-Verify user can change theme dark-light/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-09 17:40:57,2023-10-09 17:40:58,1.216s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Dashboard/TC015-Verify user can change theme dark-light/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-09 17:40:58,2023-10-09 17:40:59,0.907s,PASSED
"click(findTestObject(""Object Repository/Dashboard/TC015-Verify user can change theme dark-light/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 17:40:59,2023-10-09 17:41:00,0.776s,PASSED
delay(10),Chrome 117.0.0.0,,,2023-10-09 17:41:00,2023-10-09 17:41:10,10.127s,PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/Dashboard/TC015-Verify user can change theme dark-light/Page_Landingly/svg_Profile_feather feather-sun""), 10, CONTINUE_ON_FAILURE))",Chrome 117.0.0.0,,,2023-10-09 17:41:10,2023-10-09 17:41:12,1.809s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 17:41:12,2023-10-09 17:41:13,1.307s,PASSED
,,,,,,,
Test Cases/Login/TC001-Validlogin,Chrome 117.0.0.0,,,2023-10-09 17:41:13,2023-10-09 17:41:27,13.982s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 17:41:14,2023-10-09 17:41:17,2.925s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-09 17:41:17,2023-10-09 17:41:18,0.210s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 17:41:18,2023-10-09 17:41:24,5.935s,PASSED
"setText(findTestObject(""Object Repository/Login/TC001-Validlogin/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-09 17:41:24,2023-10-09 17:41:25,1.259s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/TC001-Validlogin/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-09 17:41:25,2023-10-09 17:41:26,0.801s,PASSED
"click(findTestObject(""Object Repository/Login/TC001-Validlogin/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 17:41:26,2023-10-09 17:41:26,0.720s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 17:41:26,2023-10-09 17:41:27,1.097s,PASSED
,,,,,,,
Test Cases/Login/TC002-Valid Email and Invalid Password,Chrome 117.0.0.0,,,2023-10-09 17:41:27,2023-10-09 17:42:22,54.510s,FAILED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 17:41:28,2023-10-09 17:41:31,2.743s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-09 17:41:31,2023-10-09 17:41:31,0.195s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 17:41:31,2023-10-09 17:42:10,39.032s,PASSED
"setText(findTestObject(""Object Repository/Login/TC002-Valid Email and Invalid Password/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-09 17:42:10,2023-10-09 17:42:14,3.810s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/TC002-Valid Email and Invalid Password/Page_Landingly  Login/input_Forgot Password_login-password""), ""aeHFOx8jV/A="")",Chrome 117.0.0.0,,,2023-10-09 17:42:14,2023-10-09 17:42:16,1.985s,PASSED
"click(findTestObject(""Object Repository/Login/TC002-Valid Email and Invalid Password/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 17:42:16,2023-10-09 17:42:18,1.876s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC002-Valid Email and Invalid Password/Page_Landingly  Login/h5_Invalid Login Attempt""), ""Invalid Login Attempt"")",Chrome 117.0.0.0,,,2023-10-09 17:42:18,2023-10-09 17:42:22,3.874s,FAILED
,,,,,,,
Test Cases/Login/TC003-Invalid Email and valid Password,Chrome 117.0.0.0,,,2023-10-09 17:42:22,2023-10-09 17:42:39,16.607s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 17:42:23,2023-10-09 17:42:27,3.797s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-09 17:42:27,2023-10-09 17:42:27,0.207s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 17:42:27,2023-10-09 17:42:32,5.466s,PASSED
"setText(findTestObject(""Object Repository/Login/TC003-Invalid Email and valid Password/Page_Landingly  Login/input_Email_login-email""), ""sqahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-09 17:42:32,2023-10-09 17:42:34,1.414s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/TC003-Invalid Email and valid Password/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-09 17:42:34,2023-10-09 17:42:35,1.143s,PASSED
"click(findTestObject(""Login/TC003-Invalid Email and valid Password/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 17:42:35,2023-10-09 17:42:36,0.699s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC003-Invalid Email and valid Password/Page_Landingly  Login/h5_Invalid Login Attempt""), ""Invalid Login Attempt"")",Chrome 117.0.0.0,,,2023-10-09 17:42:36,2023-10-09 17:42:38,1.922s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 17:42:38,2023-10-09 17:42:39,0.997s,PASSED
,,,,,,,
Test Cases/Login/TC004-Empty Login Fields,Chrome 117.0.0.0,,,2023-10-09 17:42:39,2023-10-09 17:42:59,20.319s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 17:42:40,2023-10-09 17:42:42,2.691s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-09 17:42:42,2023-10-09 17:42:43,0.257s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 17:42:43,2023-10-09 17:42:57,14.657s,PASSED
"verifyElementNotClickable(findTestObject(""Object Repository/Login/TC004-Empty Login Fields/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 17:42:57,2023-10-09 17:42:58,0.544s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 17:42:58,2023-10-09 17:42:59,0.992s,PASSED
,,,,,,,
Test Cases/Login/TC005-Invalid Email and invalid Password,Chrome 117.0.0.0,,,2023-10-09 17:42:59,2023-10-09 17:43:14,14.792s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 17:43:00,2023-10-09 17:43:03,2.799s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 17:43:03,2023-10-09 17:43:08,5.621s,PASSED
"setText(findTestObject(""Object Repository/Login/TC005-Invalid Email and invalid Password/Page_Landingly  Login/input_Email_login-email""), ""sqahmadtahri@gmail.com"")",Chrome 117.0.0.0,,,2023-10-09 17:43:08,2023-10-09 17:43:09,1.164s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/TC005-Invalid Email and invalid Password/Page_Landingly  Login/input_Forgot Password_login-password""), ""iGDxf8hSRT4="")",Chrome 117.0.0.0,,,2023-10-09 17:43:09,2023-10-09 17:43:10,0.742s,PASSED
"click(findTestObject(""Object Repository/Login/TC005-Invalid Email and invalid Password/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 17:43:10,2023-10-09 17:43:11,0.610s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC005-Invalid Email and invalid Password/Page_Landingly  Login/h5_Invalid Login Attempt""), ""Invalid Login Attempt"")",Chrome 117.0.0.0,,,2023-10-09 17:43:11,2023-10-09 17:43:13,1.820s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 17:43:13,2023-10-09 17:43:14,1.046s,PASSED
,,,,,,,
Test Cases/Login/TC006-Empty Username and Valid Password,Chrome 117.0.0.0,,,2023-10-09 17:43:14,2023-10-09 17:43:26,12.615s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 17:43:15,2023-10-09 17:43:18,2.961s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 17:43:18,2023-10-09 17:43:23,5.883s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/TC006-Empty Username and Valid Password/Page_Landingly  Login/input_Forgot Password_login-password""), ""7Dxoto1EjKfQbGop/Ov+1g=="")",Chrome 117.0.0.0,,,2023-10-09 17:43:23,2023-10-09 17:43:24,0.831s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC006-Empty Username and Valid Password/Page_Landingly  Login/input_Email_login-email""), """")",Chrome 117.0.0.0,,,2023-10-09 17:43:24,2023-10-09 17:43:25,0.520s,PASSED
"verifyElementNotClickable(findTestObject(""Login/TC006-Empty Username and Valid Password/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 17:43:25,2023-10-09 17:43:25,0.489s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 17:43:25,2023-10-09 17:43:26,1.039s,PASSED
,,,,,,,
Test Cases/Login/TC007-Valid Username and Empty Password,Chrome 117.0.0.0,,,2023-10-09 17:43:26,2023-10-09 17:43:39,12.575s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 17:43:27,2023-10-09 17:43:30,2.666s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 17:43:30,2023-10-09 17:43:36,5.727s,PASSED
"setText(findTestObject(""Login/TC007-Valid Username and Empty Password/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-09 17:43:36,2023-10-09 17:43:37,1.192s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC006-Empty Username and Valid Password/Page_Landingly  Login/input_Forgot Password_login-password""), """")",Chrome 117.0.0.0,,,2023-10-09 17:43:37,2023-10-09 17:43:37,0.548s,PASSED
"verifyElementNotClickable(findTestObject(""Object Repository/Login/TC007-Valid Username and Empty Password/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 17:43:37,2023-10-09 17:43:38,0.533s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 17:43:38,2023-10-09 17:43:39,1.006s,PASSED
,,,,,,,
Test Cases/Login/TC008-Verify user can logout,Chrome 117.0.0.0,,,2023-10-09 17:43:39,2023-10-09 17:44:26,47.043s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 17:43:40,2023-10-09 17:43:43,2.846s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 17:43:43,2023-10-09 17:44:14,31.530s,PASSED
"setText(findTestObject(""Object Repository/Login/TC008-Verify user can logout/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-09 17:44:14,2023-10-09 17:44:15,1.344s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/TC008-Verify user can logout/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-09 17:44:15,2023-10-09 17:44:16,0.850s,PASSED
"click(findTestObject(""Login/TC008-Verify user can logout/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 17:44:16,2023-10-09 17:44:17,0.644s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC008-Verify user can logout/Page_Landingly/h5_Welcome Muhammad Ahmad Tahir""), ""Welcome Muhammad Ahmad Tahir"")",Chrome 117.0.0.0,,,2023-10-09 17:44:17,2023-10-09 17:44:19,2.498s,PASSED
"click(findTestObject(""Object Repository/Login/TC008-Verify user can logout/Page_Landingly/img""))",Chrome 117.0.0.0,,,2023-10-09 17:44:19,2023-10-09 17:44:22,3.010s,PASSED
"click(findTestObject(""Object Repository/Login/TC008-Verify user can logout/Page_Landingly/span_Logout""))",Chrome 117.0.0.0,,,2023-10-09 17:44:22,2023-10-09 17:44:24,1.812s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC008-Verify user can logout/Page_Landingly  Login/p_Please sign-in to your account""), ""Please sign-in to your account"")",Chrome 117.0.0.0,,,2023-10-09 17:44:24,2023-10-09 17:44:25,0.553s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 17:44:25,2023-10-09 17:44:26,1.077s,PASSED
,,,,,,,
Test Cases/Login/TC009-Verify forget password working fine,Chrome 117.0.0.0,,,2023-10-09 17:44:26,2023-10-09 17:44:42,15.855s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 17:44:27,2023-10-09 17:44:30,2.873s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 17:44:30,2023-10-09 17:44:36,5.927s,PASSED
"click(findTestObject(""Object Repository/Login/TC009-Verify forget password working fine/Page_Landingly  Login/small_Forgot Password""))",Chrome 117.0.0.0,,,2023-10-09 17:44:36,2023-10-09 17:44:36,0.626s,PASSED
"setText(findTestObject(""Object Repository/Login/TC009-Verify forget password working fine/Page_Landingly  Login/input_Email_useremail""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-09 17:44:36,2023-10-09 17:44:38,1.553s,PASSED
"click(findTestObject(""Object Repository/Login/TC009-Verify forget password working fine/Page_Landingly  Login/button_Send password reset link""))",Chrome 117.0.0.0,,,2023-10-09 17:44:38,2023-10-09 17:44:38,0.587s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC009-Verify forget password working fine/Page_Landingly  Login/h5_Please check your email to reset a new password""), ""Please check your email to reset a new password."")",Chrome 117.0.0.0,,,2023-10-09 17:44:38,2023-10-09 17:44:41,2.322s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 17:44:41,2023-10-09 17:44:42,1.054s,PASSED
,,,,,,,
Test Cases/Profile/TC010-Verify user can upload profile picture,Chrome 117.0.0.0,,,2023-10-09 17:44:42,2023-10-09 17:45:13,31.261s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 17:44:43,2023-10-09 17:44:45,2.708s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-09 17:44:45,2023-10-09 17:44:46,0.251s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 17:44:46,2023-10-09 17:44:51,5.384s,PASSED
"setText(findTestObject(""Object Repository/Profile/TC010-Verify user can upload profile picture/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-09 17:44:51,2023-10-09 17:44:52,1.211s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Profile/TC010-Verify user can upload profile picture/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-09 17:44:52,2023-10-09 17:44:53,0.807s,PASSED
"click(findTestObject(""Object Repository/Profile/TC010-Verify user can upload profile picture/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 17:44:53,2023-10-09 17:44:54,0.691s,PASSED
"click(findTestObject(""Object Repository/Profile/TC010-Verify user can upload profile picture/Page_Landingly/img""))",Chrome 117.0.0.0,,,2023-10-09 17:44:54,2023-10-09 17:44:59,5.446s,PASSED
"click(findTestObject(""Object Repository/Profile/TC010-Verify user can upload profile picture/Page_Landingly/span_Profile""))",Chrome 117.0.0.0,,,2023-10-09 17:44:59,2023-10-09 17:45:00,0.726s,PASSED
"uploadFile(findTestObject(""Profile/TC010-Verify user can upload profile picture/Page_Landingly  Profile/uploadimage""), ""C:/Users/TDS/git/Landingly/images/linkedin(2).png"")",Chrome 117.0.0.0,,,2023-10-09 17:45:00,2023-10-09 17:45:01,1.334s,PASSED
delay(10),Chrome 117.0.0.0,,,2023-10-09 17:45:01,2023-10-09 17:45:11,10.020s,PASSED
"attribute = getAttribute(findTestObject(""Profile/TC010-Verify user can upload profile picture/Page_Landingly  Profile/varifyimageuploaded""), ""src"")",Chrome 117.0.0.0,,,2023-10-09 17:45:11,2023-10-09 17:45:12,0.536s,PASSED
"verifyNotMatch(attribute, ""https://api.landingly.com/Images/profile.png"", false)",Chrome 117.0.0.0,,,2023-10-09 17:45:12,2023-10-09 17:45:12,0.028s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 17:45:12,2023-10-09 17:45:13,1.160s,PASSED
,,,,,,,
Test Cases/Profile/TC011-Verify user can remove profile picture,Chrome 117.0.0.0,,,2023-10-09 17:45:13,2023-10-09 17:46:55,1m - 41.704s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 17:45:14,2023-10-09 17:45:17,3.204s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-09 17:45:17,2023-10-09 17:45:18,0.185s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 17:45:18,2023-10-09 17:46:13,55.056s,PASSED
"setText(findTestObject(""Object Repository/Profile/TC011-Verify user can remove profile picture/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-09 17:46:13,2023-10-09 17:46:14,1.088s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Profile/TC011-Verify user can remove profile picture/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-09 17:46:14,2023-10-09 17:46:14,0.693s,PASSED
"click(findTestObject(""Object Repository/Profile/TC011-Verify user can remove profile picture/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 17:46:14,2023-10-09 17:46:15,0.664s,PASSED
"click(findTestObject(""Object Repository/Profile/TC011-Verify user can remove profile picture/Page_Landingly/img""))",Chrome 117.0.0.0,,,2023-10-09 17:46:15,2023-10-09 17:46:21,5.757s,PASSED
"click(findTestObject(""Object Repository/Profile/TC011-Verify user can remove profile picture/Page_Landingly/span_Profile""))",Chrome 117.0.0.0,,,2023-10-09 17:46:21,2023-10-09 17:46:21,0.576s,PASSED
"mouseOver(findTestObject(""Object Repository/Profile/TC011-Verify user can remove profile picture/Page_Landingly  Profile/rect""))",Chrome 117.0.0.0,,,2023-10-09 17:46:21,2023-10-09 17:46:23,1.899s,PASSED
"click(findTestObject(""Profile/TC011-Verify user can remove profile picture/Page_Landingly  Profile/rect - Copy""))",Chrome 117.0.0.0,,,2023-10-09 17:46:23,2023-10-09 17:46:42,18.515s,PASSED
"click(findTestObject(""Object Repository/Profile/TC011-Verify user can remove profile picture/Page_Landingly  Profile/button_Delete""))",Chrome 117.0.0.0,,,2023-10-09 17:46:42,2023-10-09 17:46:42,0.657s,PASSED
"attribute = getAttribute(findTestObject(""Profile/TC011-Verify user can remove profile picture/Page_Landingly  Profile/varifyimage""), ""src"")",Chrome 117.0.0.0,,,2023-10-09 17:46:42,2023-10-09 17:46:44,1.120s,PASSED
delay(10),Chrome 117.0.0.0,,,2023-10-09 17:46:44,2023-10-09 17:46:54,10.017s,PASSED
"verifyMatch(attribute, ""https://api.landingly.com/Images/profile.png"", false)",Chrome 117.0.0.0,,,2023-10-09 17:46:54,2023-10-09 17:46:54,0.036s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 17:46:54,2023-10-09 17:46:55,1.129s,PASSED
,,,,,,,
Test Cases/Profile/TC012-Verify user can change profile name and save,Chrome 117.0.0.0,,,2023-10-09 17:46:55,2023-10-09 17:47:20,24.730s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 17:46:56,2023-10-09 17:46:59,2.943s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 17:46:59,2023-10-09 17:47:04,5.076s,PASSED
"setText(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-09 17:47:04,2023-10-09 17:47:05,1.171s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-09 17:47:05,2023-10-09 17:47:06,0.755s,PASSED
"click(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 17:47:06,2023-10-09 17:47:06,0.596s,PASSED
"click(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly/svg_Profile_bi-person-fill b-icon bi""))",Chrome 117.0.0.0,,,2023-10-09 17:47:06,2023-10-09 17:47:12,5.581s,PASSED
"click(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly/span_Profile""))",Chrome 117.0.0.0,,,2023-10-09 17:47:12,2023-10-09 17:47:12,0.561s,PASSED
