Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Contacts/TC001-contacts-Verify user can add new contact/Page_Landingly  Contacts/span_new optin project""))",Chrome 117.0.0.0,,,2023-10-10 09:13:55,2023-10-10 09:13:56,0.910s,PASSED
"click(findTestObject(""Object Repository/Contacts/TC001-contacts-Verify user can add new contact/Page_Landingly  Contacts/button_Save""))",Chrome 117.0.0.0,,,2023-10-10 09:13:56,2023-10-10 09:13:57,1.100s,PASSED
"verifyElementText(findTestObject(""Object Repository/Contacts/TC001-contacts-Verify user can add new contact/Page_Landingly  Contacts/div_Contact is added successfully""), ""Contact is added successfully"")",Chrome 117.0.0.0,,,2023-10-10 09:13:57,2023-10-10 09:13:59,2.579s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-10 09:13:59,2023-10-10 09:14:12,12.332s,PASSED
,,,,,,,
Test Cases/Dashboard/TC014-Verify user can click on continue button,Chrome 117.0.0.0,,,2023-10-10 09:14:12,2023-10-10 09:14:52,40.088s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-10 09:14:13,2023-10-10 09:14:16,3.062s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-10 09:14:16,2023-10-10 09:14:16,0.377s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-10 09:14:16,2023-10-10 09:14:22,6.079s,PASSED
"setText(findTestObject(""Object Repository/Dashboard/TC014-Verify user can click on continue button/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-10 09:14:22,2023-10-10 09:14:24,1.554s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Dashboard/TC014-Verify user can click on continue button/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-10 09:14:24,2023-10-10 09:14:26,2.363s,PASSED
"click(findTestObject(""Object Repository/Dashboard/TC014-Verify user can click on continue button/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-10 09:14:26,2023-10-10 09:14:27,0.822s,PASSED
"click(findTestObject(""Object Repository/Dashboard/TC014-Verify user can click on continue button/Page_Landingly/button_Continue""))",Chrome 117.0.0.0,,,2023-10-10 09:14:27,2023-10-10 09:14:30,2.578s,PASSED
"verifyElementText(findTestObject(""Object Repository/Dashboard/TC014-Verify user can click on continue button/Page_Landingly  Projects/h2_Projects""), ""Projects"")",Chrome 117.0.0.0,,,2023-10-10 09:14:30,2023-10-10 09:14:43,12.816s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-10 09:14:43,2023-10-10 09:14:52,9.130s,PASSED
,,,,,,,
Test Cases/Dashboard/TC015-Verify user can change theme dark-light,Chrome 117.0.0.0,,,2023-10-10 09:14:52,2023-10-10 09:15:24,32.215s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-10 09:14:53,2023-10-10 09:14:56,3.507s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-10 09:14:56,2023-10-10 09:14:57,0.291s,PASSED
"navigateToUrl(""https://app.landingly.com/login"")",Chrome 117.0.0.0,,,2023-10-10 09:14:57,2023-10-10 09:15:03,6.167s,PASSED
"setText(findTestObject(""Object Repository/Dashboard/TC015-Verify user can change theme dark-light/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-10 09:15:03,2023-10-10 09:15:04,1.523s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Dashboard/TC015-Verify user can change theme dark-light/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-10 09:15:04,2023-10-10 09:15:05,0.933s,PASSED
"click(findTestObject(""Object Repository/Dashboard/TC015-Verify user can change theme dark-light/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-10 09:15:05,2023-10-10 09:15:06,0.930s,PASSED
delay(10),Chrome 117.0.0.0,,,2023-10-10 09:15:06,2023-10-10 09:15:17,10.464s,PASSED
"if (verifyElementPresent(findTestObject(""Object Repository/Dashboard/TC015-Verify user can change theme dark-light/Page_Landingly/svg_Profile_feather feather-sun""), 10, CONTINUE_ON_FAILURE))",Chrome 117.0.0.0,,,2023-10-10 09:15:17,2023-10-10 09:15:19,2.121s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-10 09:15:19,2023-10-10 09:15:24,5.096s,PASSED
,,,,,,,
Test Cases/Login/TC001-Validlogin,Chrome 117.0.0.0,,,2023-10-10 09:15:24,2023-10-10 09:15:59,35.021s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-10 09:15:25,2023-10-10 09:15:28,2.864s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-10 09:15:28,2023-10-10 09:15:29,0.814s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-10 09:15:29,2023-10-10 09:15:55,26.004s,PASSED
"setText(findTestObject(""Object Repository/Login/TC001-Validlogin/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-10 09:15:55,2023-10-10 09:15:56,1.229s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/TC001-Validlogin/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-10 09:15:56,2023-10-10 09:15:57,0.834s,PASSED
"click(findTestObject(""Object Repository/Login/TC001-Validlogin/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-10 09:15:57,2023-10-10 09:15:58,1.022s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-10 09:15:58,2023-10-10 09:15:59,1.149s,PASSED
,,,,,,,
Test Cases/Login/TC002-Valid Email and Invalid Password,Chrome 117.0.0.0,,,2023-10-10 09:15:59,2023-10-10 09:16:16,17.219s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-10 09:16:00,2023-10-10 09:16:03,3.075s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-10 09:16:03,2023-10-10 09:16:10,6.600s,PASSED
"setText(findTestObject(""Object Repository/Login/TC002-Valid Email and Invalid Password/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-10 09:16:10,2023-10-10 09:16:11,1.343s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/TC002-Valid Email and Invalid Password/Page_Landingly  Login/input_Forgot Password_login-password""), ""aeHFOx8jV/A="")",Chrome 117.0.0.0,,,2023-10-10 09:16:11,2023-10-10 09:16:12,0.834s,PASSED
"click(findTestObject(""Object Repository/Login/TC002-Valid Email and Invalid Password/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-10 09:16:12,2023-10-10 09:16:13,0.790s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC002-Valid Email and Invalid Password/Page_Landingly  Login/h5_Invalid Login Attempt""), ""Invalid Login Attempt"")",Chrome 117.0.0.0,,,2023-10-10 09:16:13,2023-10-10 09:16:15,2.414s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-10 09:16:15,2023-10-10 09:16:16,1.060s,PASSED
,,,,,,,
Test Cases/Login/TC003-Invalid Email and valid Password,Chrome 117.0.0.0,,,2023-10-10 09:16:16,2023-10-10 09:16:38,22.226s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-10 09:16:17,2023-10-10 09:16:20,3.103s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-10 09:16:20,2023-10-10 09:16:21,0.262s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-10 09:16:21,2023-10-10 09:16:28,7.023s,PASSED
"setText(findTestObject(""Object Repository/Login/TC003-Invalid Email and valid Password/Page_Landingly  Login/input_Email_login-email""), ""sqahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-10 09:16:28,2023-10-10 09:16:29,1.546s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/TC003-Invalid Email and valid Password/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-10 09:16:29,2023-10-10 09:16:31,1.962s,PASSED
"click(findTestObject(""Login/TC003-Invalid Email and valid Password/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-10 09:16:31,2023-10-10 09:16:32,0.833s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC003-Invalid Email and valid Password/Page_Landingly  Login/h5_Invalid Login Attempt""), ""Invalid Login Attempt"")",Chrome 117.0.0.0,,,2023-10-10 09:16:32,2023-10-10 09:16:34,2.297s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-10 09:16:34,2023-10-10 09:16:38,4.147s,PASSED
,,,,,,,
Test Cases/Login/TC004-Empty Login Fields,Chrome 117.0.0.0,,,2023-10-10 09:16:38,2023-10-10 09:16:56,17.866s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-10 09:16:40,2023-10-10 09:16:46,5.753s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-10 09:16:46,2023-10-10 09:16:46,0.577s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-10 09:16:46,2023-10-10 09:16:53,6.703s,PASSED
"verifyElementNotClickable(findTestObject(""Object Repository/Login/TC004-Empty Login Fields/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-10 09:16:53,2023-10-10 09:16:54,0.828s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-10 09:16:54,2023-10-10 09:16:56,2.294s,PASSED
,,,,,,,
Test Cases/Login/TC005-Invalid Email and invalid Password,Chrome 117.0.0.0,,,2023-10-10 09:16:56,2023-10-10 09:17:22,25.993s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-10 09:16:58,2023-10-10 09:17:02,3.985s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-10 09:17:02,2023-10-10 09:17:15,12.941s,PASSED
"setText(findTestObject(""Object Repository/Login/TC005-Invalid Email and invalid Password/Page_Landingly  Login/input_Email_login-email""), ""sqahmadtahri@gmail.com"")",Chrome 117.0.0.0,,,2023-10-10 09:17:15,2023-10-10 09:17:16,1.375s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/TC005-Invalid Email and invalid Password/Page_Landingly  Login/input_Forgot Password_login-password""), ""iGDxf8hSRT4="")",Chrome 117.0.0.0,,,2023-10-10 09:17:16,2023-10-10 09:17:17,1.045s,PASSED
"click(findTestObject(""Object Repository/Login/TC005-Invalid Email and invalid Password/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-10 09:17:17,2023-10-10 09:17:19,1.129s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC005-Invalid Email and invalid Password/Page_Landingly  Login/h5_Invalid Login Attempt""), ""Invalid Login Attempt"")",Chrome 117.0.0.0,,,2023-10-10 09:17:19,2023-10-10 09:17:20,1.419s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-10 09:17:20,2023-10-10 09:17:22,2.355s,PASSED
,,,,,,,
Test Cases/Login/TC006-Empty Username and Valid Password,Chrome 117.0.0.0,,,2023-10-10 09:17:22,2023-10-10 09:17:38,15.996s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-10 09:17:24,2023-10-10 09:17:28,4.063s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-10 09:17:28,2023-10-10 09:17:34,6.064s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/TC006-Empty Username and Valid Password/Page_Landingly  Login/input_Forgot Password_login-password""), ""7Dxoto1EjKfQbGop/Ov+1g=="")",Chrome 117.0.0.0,,,2023-10-10 09:17:34,2023-10-10 09:17:35,0.971s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC006-Empty Username and Valid Password/Page_Landingly  Login/input_Email_login-email""), """")",Chrome 117.0.0.0,,,2023-10-10 09:17:35,2023-10-10 09:17:36,0.666s,PASSED
"verifyElementNotClickable(findTestObject(""Login/TC006-Empty Username and Valid Password/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-10 09:17:36,2023-10-10 09:17:37,0.813s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-10 09:17:37,2023-10-10 09:17:38,1.744s,PASSED
,,,,,,,
Test Cases/Login/TC007-Valid Username and Empty Password,Chrome 117.0.0.0,,,2023-10-10 09:17:38,2023-10-10 09:18:03,25.072s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-10 09:17:40,2023-10-10 09:17:43,3.431s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-10 09:17:43,2023-10-10 09:17:59,15.541s,PASSED
"setText(findTestObject(""Login/TC007-Valid Username and Empty Password/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-10 09:17:59,2023-10-10 09:18:01,1.937s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC006-Empty Username and Valid Password/Page_Landingly  Login/input_Forgot Password_login-password""), """")",Chrome 117.0.0.0,,,2023-10-10 09:18:01,2023-10-10 09:18:01,0.708s,PASSED
"verifyElementNotClickable(findTestObject(""Object Repository/Login/TC007-Valid Username and Empty Password/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-10 09:18:01,2023-10-10 09:18:02,0.663s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-10 09:18:02,2023-10-10 09:18:03,1.249s,PASSED
,,,,,,,
Test Cases/Login/TC008-Verify user can logout,Chrome 117.0.0.0,,,2023-10-10 09:18:03,2023-10-10 09:18:29,25.157s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-10 09:18:05,2023-10-10 09:18:08,2.952s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-10 09:18:08,2023-10-10 09:18:15,7.324s,PASSED
"setText(findTestObject(""Object Repository/Login/TC008-Verify user can logout/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-10 09:18:15,2023-10-10 09:18:17,1.597s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/TC008-Verify user can logout/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-10 09:18:17,2023-10-10 09:18:18,0.939s,PASSED
"click(findTestObject(""Login/TC008-Verify user can logout/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-10 09:18:18,2023-10-10 09:18:19,0.790s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC008-Verify user can logout/Page_Landingly/h5_Welcome Muhammad Ahmad Tahir""), ""Welcome Muhammad Ahmad Tahir"")",Chrome 117.0.0.0,,,2023-10-10 09:18:19,2023-10-10 09:18:21,2.747s,PASSED
"click(findTestObject(""Object Repository/Login/TC008-Verify user can logout/Page_Landingly/img""))",Chrome 117.0.0.0,,,2023-10-10 09:18:21,2023-10-10 09:18:25,3.310s,PASSED
"click(findTestObject(""Object Repository/Login/TC008-Verify user can logout/Page_Landingly/span_Logout""))",Chrome 117.0.0.0,,,2023-10-10 09:18:25,2023-10-10 09:18:27,2.018s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC008-Verify user can logout/Page_Landingly  Login/p_Please sign-in to your account""), ""Please sign-in to your account"")",Chrome 117.0.0.0,,,2023-10-10 09:18:27,2023-10-10 09:18:27,0.821s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-10 09:18:27,2023-10-10 09:18:29,1.161s,PASSED
,,,,,,,
Test Cases/Login/TC009-Verify forget password working fine,Chrome 117.0.0.0,,,2023-10-10 09:18:29,2023-10-10 09:18:51,22.211s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-10 09:18:30,2023-10-10 09:18:34,3.780s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-10 09:18:34,2023-10-10 09:18:40,6.105s,PASSED
"click(findTestObject(""Object Repository/Login/TC009-Verify forget password working fine/Page_Landingly  Login/small_Forgot Password""))",Chrome 117.0.0.0,,,2023-10-10 09:18:40,2023-10-10 09:18:41,0.885s,PASSED
"setText(findTestObject(""Object Repository/Login/TC009-Verify forget password working fine/Page_Landingly  Login/input_Email_useremail""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-10 09:18:41,2023-10-10 09:18:44,3.641s,PASSED
"click(findTestObject(""Object Repository/Login/TC009-Verify forget password working fine/Page_Landingly  Login/button_Send password reset link""))",Chrome 117.0.0.0,,,2023-10-10 09:18:44,2023-10-10 09:18:46,1.297s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC009-Verify forget password working fine/Page_Landingly  Login/h5_Please check your email to reset a new password""), ""Please check your email to reset a new password."")",Chrome 117.0.0.0,,,2023-10-10 09:18:46,2023-10-10 09:18:48,2.705s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-10 09:18:48,2023-10-10 09:18:51,2.568s,PASSED
,,,,,,,
Test Cases/Profile/TC010-Verify user can upload profile picture,Chrome 117.0.0.0,,,2023-10-10 09:18:51,2023-10-10 09:19:29,37.900s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-10 09:18:53,2023-10-10 09:18:57,3.981s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-10 09:18:57,2023-10-10 09:18:57,0.628s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-10 09:18:57,2023-10-10 09:19:04,6.426s,PASSED
"setText(findTestObject(""Object Repository/Profile/TC010-Verify user can upload profile picture/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-10 09:19:04,2023-10-10 09:19:05,1.401s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Profile/TC010-Verify user can upload profile picture/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-10 09:19:05,2023-10-10 09:19:06,0.886s,PASSED
"click(findTestObject(""Object Repository/Profile/TC010-Verify user can upload profile picture/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-10 09:19:06,2023-10-10 09:19:07,0.832s,PASSED
"click(findTestObject(""Object Repository/Profile/TC010-Verify user can upload profile picture/Page_Landingly/img""))",Chrome 117.0.0.0,,,2023-10-10 09:19:07,2023-10-10 09:19:13,5.827s,PASSED
"click(findTestObject(""Object Repository/Profile/TC010-Verify user can upload profile picture/Page_Landingly/span_Profile""))",Chrome 117.0.0.0,,,2023-10-10 09:19:13,2023-10-10 09:19:14,1.231s,PASSED
"uploadFile(findTestObject(""Profile/TC010-Verify user can upload profile picture/Page_Landingly  Profile/uploadimage""), ""C:/Users/TDS/git/Landingly/images/linkedin(2).png"")",Chrome 117.0.0.0,,,2023-10-10 09:19:14,2023-10-10 09:19:17,2.876s,PASSED
delay(10),Chrome 117.0.0.0,,,2023-10-10 09:19:17,2023-10-10 09:19:27,10.012s,PASSED
"attribute = getAttribute(findTestObject(""Profile/TC010-Verify user can upload profile picture/Page_Landingly  Profile/varifyimageuploaded""), ""src"")",Chrome 117.0.0.0,,,2023-10-10 09:19:27,2023-10-10 09:19:28,0.635s,PASSED
"verifyNotMatch(attribute, ""https://api.landingly.com/Images/profile.png"", false)",Chrome 117.0.0.0,,,2023-10-10 09:19:28,2023-10-10 09:19:28,0.028s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-10 09:19:28,2023-10-10 09:19:29,1.155s,PASSED
,,,,,,,
Test Cases/Profile/TC011-Verify user can remove profile picture,Chrome 117.0.0.0,,,2023-10-10 09:19:29,2023-10-10 09:20:27,57.991s,FAILED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-10 09:19:30,2023-10-10 09:19:33,3.582s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-10 09:19:33,2023-10-10 09:19:34,0.388s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-10 09:19:34,2023-10-10 09:19:40,6.008s,PASSED
"setText(findTestObject(""Object Repository/Profile/TC011-Verify user can remove profile picture/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-10 09:19:40,2023-10-10 09:19:42,1.772s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Profile/TC011-Verify user can remove profile picture/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-10 09:19:42,2023-10-10 09:19:43,1.556s,PASSED
"click(findTestObject(""Object Repository/Profile/TC011-Verify user can remove profile picture/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-10 09:19:43,2023-10-10 09:19:44,0.783s,PASSED
"click(findTestObject(""Object Repository/Profile/TC011-Verify user can remove profile picture/Page_Landingly/img""))",Chrome 117.0.0.0,,,2023-10-10 09:19:44,2023-10-10 09:19:50,6.369s,PASSED
"click(findTestObject(""Object Repository/Profile/TC011-Verify user can remove profile picture/Page_Landingly/span_Profile""))",Chrome 117.0.0.0,,,2023-10-10 09:19:50,2023-10-10 09:19:52,1.270s,PASSED
"mouseOver(findTestObject(""Object Repository/Profile/TC011-Verify user can remove profile picture/Page_Landingly  Profile/rect""))",Chrome 117.0.0.0,,,2023-10-10 09:19:52,2023-10-10 09:19:54,2.381s,PASSED
"click(findTestObject(""Profile/TC011-Verify user can remove profile picture/Page_Landingly  Profile/rect - Copy""))",Chrome 117.0.0.0,,,2023-10-10 09:19:54,2023-10-10 09:20:27,32.681s,FAILED
,,,,,,,
Test Cases/Profile/TC012-Verify user can change profile name and save,Chrome 117.0.0.0,,,2023-10-10 09:20:27,2023-10-10 09:21:04,37.710s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-10 09:20:30,2023-10-10 09:20:40,9.996s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-10 09:20:40,2023-10-10 09:20:46,6.071s,PASSED
"setText(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-10 09:20:46,2023-10-10 09:20:47,1.592s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-10 09:20:47,2023-10-10 09:20:48,0.931s,PASSED
"click(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-10 09:20:48,2023-10-10 09:20:49,0.665s,PASSED
"click(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly/svg_Profile_bi-person-fill b-icon bi""))",Chrome 117.0.0.0,,,2023-10-10 09:20:49,2023-10-10 09:20:55,6.188s,PASSED
"click(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly/span_Profile""))",Chrome 117.0.0.0,,,2023-10-10 09:20:55,2023-10-10 09:20:56,0.975s,PASSED
"setText(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly  Profile/input__FirstName""), ""Muhammad"")",Chrome 117.0.0.0,,,2023-10-10 09:20:56,2023-10-10 09:20:59,2.700s,PASSED
"setText(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly  Profile/input__LastName""), ""Ahmad Tahir"")",Chrome 117.0.0.0,,,2023-10-10 09:20:59,2023-10-10 09:21:00,1.371s,PASSED
"click(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly  Profile/button_Save""))",Chrome 117.0.0.0,,,2023-10-10 09:21:00,2023-10-10 09:21:01,0.625s,PASSED
