Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Login/TC005-Invalid Email and invalid Password/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 19:40:42,2023-10-09 19:40:43,0.668s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC005-Invalid Email and invalid Password/Page_Landingly  Login/h5_Invalid Login Attempt""), ""Invalid Login Attempt"")",Chrome 117.0.0.0,,,2023-10-09 19:40:43,2023-10-09 19:40:44,1.850s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 19:40:44,2023-10-09 19:40:46,1.017s,PASSED
,,,,,,,
Test Cases/Login/TC006-Empty Username and Valid Password,Chrome 117.0.0.0,,,2023-10-09 19:40:46,2023-10-09 19:40:58,12.606s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 19:40:47,2023-10-09 19:40:50,3.308s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 19:40:50,2023-10-09 19:40:55,5.355s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/TC006-Empty Username and Valid Password/Page_Landingly  Login/input_Forgot Password_login-password""), ""7Dxoto1EjKfQbGop/Ov+1g=="")",Chrome 117.0.0.0,,,2023-10-09 19:40:55,2023-10-09 19:40:56,0.870s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC006-Empty Username and Valid Password/Page_Landingly  Login/input_Email_login-email""), """")",Chrome 117.0.0.0,,,2023-10-09 19:40:56,2023-10-09 19:40:57,0.558s,PASSED
"verifyElementNotClickable(findTestObject(""Login/TC006-Empty Username and Valid Password/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 19:40:57,2023-10-09 19:40:57,0.491s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 19:40:57,2023-10-09 19:40:58,1.023s,PASSED
,,,,,,,
Test Cases/Login/TC007-Valid Username and Empty Password,Chrome 117.0.0.0,,,2023-10-09 19:40:58,2023-10-09 19:41:11,13.028s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 19:40:59,2023-10-09 19:41:02,2.825s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 19:41:02,2023-10-09 19:41:08,5.866s,PASSED
"setText(findTestObject(""Login/TC007-Valid Username and Empty Password/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-09 19:41:08,2023-10-09 19:41:09,1.275s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC006-Empty Username and Valid Password/Page_Landingly  Login/input_Forgot Password_login-password""), """")",Chrome 117.0.0.0,,,2023-10-09 19:41:09,2023-10-09 19:41:10,0.518s,PASSED
"verifyElementNotClickable(findTestObject(""Object Repository/Login/TC007-Valid Username and Empty Password/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 19:41:10,2023-10-09 19:41:10,0.516s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 19:41:10,2023-10-09 19:41:11,1.099s,PASSED
,,,,,,,
Test Cases/Login/TC008-Verify user can logout,Chrome 117.0.0.0,,,2023-10-09 19:41:11,2023-10-09 19:41:27,15.845s,FAILED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 19:41:12,2023-10-09 19:41:15,2.835s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 19:41:15,2023-10-09 19:41:21,5.827s,PASSED
"setText(findTestObject(""Object Repository/Login/TC008-Verify user can logout/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-09 19:41:21,2023-10-09 19:41:22,1.286s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Login/TC008-Verify user can logout/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-09 19:41:22,2023-10-09 19:41:23,0.759s,PASSED
"click(findTestObject(""Login/TC008-Verify user can logout/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 19:41:23,2023-10-09 19:41:24,0.656s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC008-Verify user can logout/Page_Landingly/h5_Welcome Muhammad Ahmad Tahir""), ""Welcome Muhammad Ahmad Tahir"")",Chrome 117.0.0.0,,,2023-10-09 19:41:24,2023-10-09 19:41:26,2.094s,PASSED
"click(findTestObject(""Object Repository/Login/TC008-Verify user can logout/Page_Landingly/img""))",Chrome 117.0.0.0,,,2023-10-09 19:41:26,2023-10-09 19:41:27,1.367s,FAILED
,,,,,,,
Test Cases/Login/TC009-Verify forget password working fine,Chrome 117.0.0.0,,,2023-10-09 19:41:27,2023-10-09 19:41:44,17.058s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 19:41:28,2023-10-09 19:41:32,3.790s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 19:41:32,2023-10-09 19:41:38,5.677s,PASSED
"click(findTestObject(""Object Repository/Login/TC009-Verify forget password working fine/Page_Landingly  Login/small_Forgot Password""))",Chrome 117.0.0.0,,,2023-10-09 19:41:38,2023-10-09 19:41:39,0.662s,PASSED
"setText(findTestObject(""Object Repository/Login/TC009-Verify forget password working fine/Page_Landingly  Login/input_Email_useremail""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-09 19:41:39,2023-10-09 19:41:40,1.674s,PASSED
"click(findTestObject(""Object Repository/Login/TC009-Verify forget password working fine/Page_Landingly  Login/button_Send password reset link""))",Chrome 117.0.0.0,,,2023-10-09 19:41:40,2023-10-09 19:41:41,0.583s,PASSED
"verifyElementText(findTestObject(""Object Repository/Login/TC009-Verify forget password working fine/Page_Landingly  Login/h5_Please check your email to reset a new password""), ""Please check your email to reset a new password."")",Chrome 117.0.0.0,,,2023-10-09 19:41:41,2023-10-09 19:41:43,2.218s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 19:41:43,2023-10-09 19:41:44,1.048s,PASSED
,,,,,,,
Test Cases/Profile/TC010-Verify user can upload profile picture,Chrome 117.0.0.0,,,2023-10-09 19:41:44,2023-10-09 19:42:17,32.610s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 19:41:45,2023-10-09 19:41:48,2.895s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-09 19:41:48,2023-10-09 19:41:48,0.200s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 19:41:48,2023-10-09 19:41:54,5.601s,PASSED
"setText(findTestObject(""Object Repository/Profile/TC010-Verify user can upload profile picture/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-09 19:41:54,2023-10-09 19:41:55,1.211s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Profile/TC010-Verify user can upload profile picture/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-09 19:41:55,2023-10-09 19:41:56,0.726s,PASSED
"click(findTestObject(""Object Repository/Profile/TC010-Verify user can upload profile picture/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 19:41:56,2023-10-09 19:41:56,0.655s,PASSED
"click(findTestObject(""Object Repository/Profile/TC010-Verify user can upload profile picture/Page_Landingly/img""))",Chrome 117.0.0.0,,,2023-10-09 19:41:56,2023-10-09 19:42:03,6.705s,PASSED
"click(findTestObject(""Object Repository/Profile/TC010-Verify user can upload profile picture/Page_Landingly/span_Profile""))",Chrome 117.0.0.0,,,2023-10-09 19:42:03,2023-10-09 19:42:04,0.564s,PASSED
"uploadFile(findTestObject(""Profile/TC010-Verify user can upload profile picture/Page_Landingly  Profile/uploadimage""), ""C:/Users/TDS/git/Landingly/images/linkedin(2).png"")",Chrome 117.0.0.0,,,2023-10-09 19:42:04,2023-10-09 19:42:05,1.240s,PASSED
delay(10),Chrome 117.0.0.0,,,2023-10-09 19:42:05,2023-10-09 19:42:15,10.074s,PASSED
"attribute = getAttribute(findTestObject(""Profile/TC010-Verify user can upload profile picture/Page_Landingly  Profile/varifyimageuploaded""), ""src"")",Chrome 117.0.0.0,,,2023-10-09 19:42:15,2023-10-09 19:42:16,0.532s,PASSED
"verifyNotMatch(attribute, ""https://api.landingly.com/Images/profile.png"", false)",Chrome 117.0.0.0,,,2023-10-09 19:42:16,2023-10-09 19:42:16,0.027s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 19:42:16,2023-10-09 19:42:17,1.130s,PASSED
,,,,,,,
Test Cases/Profile/TC011-Verify user can remove profile picture,Chrome 117.0.0.0,,,2023-10-09 19:42:17,2023-10-09 19:42:21,4.027s,FAILED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 19:42:18,2023-10-09 19:42:21,3.070s,FAILED
,,,,,,,
Test Cases/Profile/TC012-Verify user can change profile name and save,Chrome 117.0.0.0,,,2023-10-09 19:42:21,2023-10-09 19:42:47,25.820s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 19:42:22,2023-10-09 19:42:25,2.886s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 19:42:25,2023-10-09 19:42:30,5.582s,PASSED
"setText(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-09 19:42:30,2023-10-09 19:42:32,1.187s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-09 19:42:32,2023-10-09 19:42:32,0.806s,PASSED
"click(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 19:42:32,2023-10-09 19:42:33,0.674s,PASSED
"click(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly/svg_Profile_bi-person-fill b-icon bi""))",Chrome 117.0.0.0,,,2023-10-09 19:42:33,2023-10-09 19:42:39,5.529s,PASSED
"click(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly/span_Profile""))",Chrome 117.0.0.0,,,2023-10-09 19:42:39,2023-10-09 19:42:39,0.591s,PASSED
"setText(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly  Profile/input__FirstName""), ""Muhammad"")",Chrome 117.0.0.0,,,2023-10-09 19:42:39,2023-10-09 19:42:42,2.417s,PASSED
"setText(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly  Profile/input__LastName""), ""Ahmad Tahir"")",Chrome 117.0.0.0,,,2023-10-09 19:42:42,2023-10-09 19:42:43,1.305s,PASSED
"click(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly  Profile/button_Save""))",Chrome 117.0.0.0,,,2023-10-09 19:42:43,2023-10-09 19:42:43,0.608s,PASSED
"verifyElementText(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly  Profile/h2_Success""), ""Success"")",Chrome 117.0.0.0,,,2023-10-09 19:42:43,2023-10-09 19:42:45,1.440s,PASSED
"click(findTestObject(""Object Repository/Profile/TC012-Verify user can change profile name and save/Page_Landingly  Profile/button_OK""))",Chrome 117.0.0.0,,,2023-10-09 19:42:45,2023-10-09 19:42:45,0.536s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 19:42:45,2023-10-09 19:42:47,1.139s,PASSED
,,,,,,,
Test Cases/Profile/TC013-Verify change password working fine,Chrome 117.0.0.0,,,2023-10-09 19:42:47,2023-10-09 19:43:16,29.072s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-10-09 19:42:48,2023-10-09 19:42:50,2.790s,PASSED
maximizeWindow(),Chrome 117.0.0.0,,,2023-10-09 19:42:50,2023-10-09 19:42:51,0.198s,PASSED
"navigateToUrl(""https://app.landingly.com/"")",Chrome 117.0.0.0,,,2023-10-09 19:42:51,2023-10-09 19:42:59,8.348s,PASSED
"setText(findTestObject(""Object Repository/Profile/TC013-Verify change password working fine/Page_Landingly  Login/input_Email_login-email""), ""sqaahmadtahir@gmail.com"")",Chrome 117.0.0.0,,,2023-10-09 19:42:59,2023-10-09 19:43:00,1.331s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Profile/TC013-Verify change password working fine/Page_Landingly  Login/input_Forgot Password_login-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-09 19:43:00,2023-10-09 19:43:01,0.773s,PASSED
"click(findTestObject(""Object Repository/Profile/TC013-Verify change password working fine/Page_Landingly  Login/button_Sign in""))",Chrome 117.0.0.0,,,2023-10-09 19:43:01,2023-10-09 19:43:02,0.656s,PASSED
"click(findTestObject(""Object Repository/Profile/TC013-Verify change password working fine/Page_Landingly/img""))",Chrome 117.0.0.0,,,2023-10-09 19:43:02,2023-10-09 19:43:07,5.517s,PASSED
"click(findTestObject(""Object Repository/Profile/TC013-Verify change password working fine/Page_Landingly/a_Profile""))",Chrome 117.0.0.0,,,2023-10-09 19:43:07,2023-10-09 19:43:08,0.569s,PASSED
"click(findTestObject(""Object Repository/Profile/TC013-Verify change password working fine/Page_Landingly  Profile/a_Change Password""))",Chrome 117.0.0.0,,,2023-10-09 19:43:08,2023-10-09 19:43:10,1.854s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Profile/TC013-Verify change password working fine/Page_Landingly  Profile/input__old-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-09 19:43:10,2023-10-09 19:43:10,0.796s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Profile/TC013-Verify change password working fine/Page_Landingly  Profile/input__new-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-09 19:43:10,2023-10-09 19:43:11,0.779s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Profile/TC013-Verify change password working fine/Page_Landingly  Profile/input__retype-password""), ""/5S6MFFLcE5DAenbZpYNsQ=="")",Chrome 117.0.0.0,,,2023-10-09 19:43:11,2023-10-09 19:43:12,0.769s,PASSED
"click(findTestObject(""Object Repository/Profile/TC013-Verify change password working fine/Page_Landingly  Profile/button_Update""))",Chrome 117.0.0.0,,,2023-10-09 19:43:12,2023-10-09 19:43:13,0.585s,PASSED
"verifyElementText(findTestObject(""Profile/TC013-Verify change password working fine/Page_Landingly  Profile/h2_Success""), ""Success"")",Chrome 117.0.0.0,,,2023-10-09 19:43:13,2023-10-09 19:43:14,1.324s,PASSED
"click(findTestObject(""Profile/TC013-Verify change password working fine/Page_Landingly  Profile/button_OK""))",Chrome 117.0.0.0,,,2023-10-09 19:43:14,2023-10-09 19:43:14,0.550s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-10-09 19:43:14,2023-10-09 19:43:16,1.232s,PASSED
,,,,,,,
